STATION CODE,LOCATIONS,STATE,TEMPERATURE in degree Centigrade] - Mean,D.O. (mg/l) [> 4 mg/l] - Mean,pH [6.5-8.5] - Mean,CONDUCTIVITY (µmhos/cm)] - Mean,B.O.D. (mg/l) [< 3 mg/l] - Mean,Safe?,lat,lng,Unsafe Parameters
2686.0,"PATALGANGA RIVER AT VYAL PUMP HOUSE , KHALAPUR, RAIGAD.",MAHARASHTRA,29.18,6.52,7.34,125.96,3.02,Unsafe,NA,NA,['BOD']
2687.0,"PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD.",MAHARASHTRA,29.6,7.14,7.47,128.31,2.98,Unsafe,NA,NA,['BOD']
2688.0,"PATALGANGA RIVER AT SAVROLI BRIDGE, KHALAPUR, RAIGAD.",MAHARASHTRA,29.6,6.43,7.34,129.08,3.06,Unsafe,NA,NA,['BOD']
2689.0,"PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, RAIGAD.",MAHARASHTRA,29.1,6.88,7.66,129.42,2.94,Unsafe,NA,NA,['BOD']
2696.0,"PEHLAR DAM ON PEHLAR RIVER INLET OF WATER WORKS, VASAI, THANE.",MAHARASHTRA,25.25,6.97,7.94,152.77,2.88,Unsafe,NA,NA,['BOD']
2199.0,SAVITRI RIVER AT OVALE VILLAGE.,MAHARASHTRA,30.08,6.39,7.57,10164.8,3.67,Unsafe,NA,NA,"['EC', 'BOD']"
2701.0,"SAVITRI RIVER JACKWELL AT UPSA KENDRE, NANGALWADI, MAHAD, RAIGAD",MAHARASHTRA,30.31,6.9,7.7,307.13,2.8,Unsafe,NA,NA,['BOD']
2702.0,"SAVITRI RIVER AT SHEDAV DOH, MAHAD,RAIGAD",MAHARASHTRA,30.58,6.29,7.65,322.33,3.48,Unsafe,NA,NA,['BOD']
2703.0,"SAVITRI RIVER AT DADLI BRIDGE, DADLI, MAHAD, RAIGADH",MAHARASHTRA,30.25,6.54,7.52,5835.17,3.37,Unsafe,NA,NA,"['EC', 'BOD']"
2704.0,"SAVITRI RIVER AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",MAHARASHTRA,30.25,6.28,7.43,9244.58,4.65,Unsafe,NA,NA,"['EC', 'BOD']"
2706.0,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA,27.82,6.46,8.12,1906.86,4.0,Unsafe,NA,NA,"['EC', 'BOD']"
2707.0,"SURYA RIVER AT MIDC PUMPING STATION, GARVASHET, PALGHAR, THANE",MAHARASHTRA,27.64,6.99,8.02,1895.56,3.55,Unsafe,NA,NA,"['EC', 'BOD']"
2708.0,"SURYA RIVER AT INTAKE OF VASAI-VIRAR W/S SCHEME, MASVAN, PALGHAR, THANE",MAHARASHTRA,27.7,7.03,8.0,205.56,2.92,Unsafe,NA,NA,['BOD']
2709.0,"TANSA RIVER NEAR ROAD BRIDGE, VILLAGE DAKEWALI, WADA, THANE",MAHARASHTRA,27.17,6.82,7.78,239.27,3.33,Unsafe,NA,NA,['BOD']
1093.0,ULHAS AT U/S OF NRC BUND AT MOHANE,MAHARASHTRA,26.8,6.42,7.55,152.35,3.16,Unsafe,NA,NA,['BOD']
1094.0,ULHAS AT U/S OF BADLAPUR,MAHARASHTRA,26.31,6.69,7.68,146.19,2.97,Unsafe,NA,NA,['BOD']
2162.0,ULHAS ATJAMBHUL WATER WORKS.,MAHARASHTRA,26.58,6.73,7.63,136.65,2.88,Unsafe,NA,NA,['BOD']
2712.0,"VAITARNA RIVER NEAR ROAD BRIDGE, GANDHARE VILLAGE, WADA, THANE.",MAHARASHTRA,27.58,6.57,7.84,228.07,3.45,Unsafe,NA,NA,['BOD']
2164.0,VASHISTI RIVER AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,MAHARASHTRA,22.58,7.05,7.71,409.15,2.37,Unsafe,NA,NA,['BOD']
2713.0,"VASHISHTI RIVER AT D/S OF THREE M PAPER MILLS NEAR CHIPLUN WATER INTAKE JACKWELL, KHERDI, RATNAGIRI",MAHARASHTRA,22.42,6.76,7.57,262.77,2.87,Unsafe,NA,NA,['BOD']
2714.0,"VASHISHTI RIVER AT U/S OF POPHALI NEAR KONPHANSAWANE BRIDGE, CHIPLUN, RATNAGIRI",MAHARASHTRA,22.58,6.95,7.47,337.89,2.32,Unsafe,NA,NA,['BOD']
3383.0,"BUGI RIVER AT MIBANPARA, SOUTH GARO HILLS",MEGHALAYA,24.79,7.65,7.17,94.67,1.83,Safe,NA,NA,['NONE']
3384.0,"BUGI AT DALU, SOUTH GARO HILLS",MEGHALAYA,24.58,7.56,7.24,91.92,2.52,Unsafe,NA,NA,['BOD']
3380.0,"DAMRING RIVER (KRISHNEI RIVER) AT RESUBELPARA, EAST GARO HILLS",MEGHALAYA,25.42,9.88,7.23,65.08,1.49,Safe,NA,NA,['NONE']
1632.0,GANOL RIVER TURA,MEGHALAYA,23.54,7.61,7.38,92.75,2.08,Unsafe,NA,NA,['BOD']
1428.0,"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.",MEGHALAYA,22.33,5.51,2.91,568.33,6.81,Unsafe,NA,NA,"['pH', 'DO', 'BOD']"
3369.0,"KYNSHI RIVER AT SOHIONG, WEST KHASI HILLS",MEGHALAYA,16.43,7.61,6.98,41.92,1.27,Safe,NA,NA,['NONE']
3370.0,"KYNSHI RIVER AT NANGKHNUM, WEST KHASI HILLS",MEGHALAYA,17.33,7.74,7.08,45.33,1.38,Safe,NA,NA,['NONE']
3371.0,"KYNSHI RIVER AT RANIKOR, WEST KHASI HILLS",MEGHALAYA,23.08,8.25,6.98,59.42,1.71,Safe,NA,NA,['NONE']
3375.0,LUKHA RIVER AT MYNDIHATI (TRIBUTARY OF LUNAR),MEGHALAYA,24.58,6.89,2.58,1072.42,3.22,Unsafe,NA,NA,"['pH', 'BOD']"
3376.0,LUKHA RIVER AT SUNAPUR (TRIBUTARY OF LUNAR),MEGHALAYA,24.63,7.71,6.28,249.83,2.11,Unsafe,NA,NA,"['pH', 'BOD']"
3381.0,"MANDA RIVER (DUDHAI RIVER) AT JAMPA, EAST GARO HILLS",MEGHALAYA,25.0,8.78,7.25,37.17,1.45,Safe,NA,NA,['NONE']
3382.0,"MANDA RIVER (DUDHAI RIVER) AT WAGAISI, EAST GARO HILLS",MEGHALAYA,25.42,7.29,7.31,72.33,1.95,Safe,NA,NA,['NONE']
3377.0,"MYNTANG RIVER AT NARTIANG, JAYANTIA HILLS",MEGHALAYA,20.33,7.52,7.02,37.67,1.73,Safe,NA,NA,['NONE']
3378.0,"MYNTANG RIVER AT MYNSO, JAYANTIA HILLS",MEGHALAYA,21.67,7.77,7.13,43.92,1.64,Safe,NA,NA,['NONE']
1631.0,MYNTDU RIVER JOWAI,MEGHALAYA,20.13,7.02,6.96,100.42,2.43,Unsafe,NA,NA,['BOD']
3379.0,"MYNTDU RIVER AT LESHKA, JAYANTIA HILLS",MEGHALAYA,21.33,7.46,6.29,51.93,1.71,Unsafe,NA,NA,['pH']
3367.0,"NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA,16.17,6.36,6.94,60.67,2.63,Unsafe,NA,NA,['BOD']
3368.0,"NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA,16.58,7.54,7.13,39.17,1.36,Safe,NA,NA,['NONE']
3372.0,"RILANG RIVER AT MAWKYRWAT, WEST KHASI HILLS",MEGHALAYA,17.42,8.01,7.06,41.17,1.38,Safe,NA,NA,['NONE']
1633.0,SIMSANG RIVER WILLIAMNAGAR,MEGHALAYA,24.46,7.9,7.26,93.33,1.69,Safe,NA,NA,['NONE']
3353.0,"UMIAM MAWPHLANG RIVER AT NONGKREM, EAST KHASI HILLS",MEGHALAYA,17.75,7.52,6.91,68.58,1.88,Safe,NA,NA,['NONE']
3354.0,"UMIAM MAWPHLANG RIVER AT UMTYNGNGAR, EAST KHASI HILLS",MEGHALAYA,17.88,7.93,7.17,46.17,1.68,Safe,NA,NA,['NONE']
3355.0,"UMIAM MAWPHLANG RIVER AT MAWPHLANG, EAST KHASI HILLS",MEGHALAYA,18.08,7.95,7.23,41.5,1.44,Safe,NA,NA,['NONE']
3356.0,"UMIAM MAWPHLANG RIVER AT SHELLA, EAST KHASI HILLS",MEGHALAYA,24.67,7.68,7.11,100.5,1.49,Safe,NA,NA,['NONE']
3350.0,UMKHEN AT WAHKDAIT,MEGHALAYA,19.08,7.23,7.08,48.75,1.57,Safe,NA,NA,['NONE']
3351.0,UMKHEN AT KSEHPONGDENG,MEGHALAYA,20.63,8.22,7.08,48.5,1.21,Safe,NA,NA,['NONE']
3352.0,"UMKHEN RIVER AT DIENGPASOH, EAST KHASI HILLS",MEGHALAYA,21.33,7.8,7.07,57.58,1.45,Safe,NA,NA,['NONE']
3359.0,"UMKHRAH RIVER AT DEMTHRING, SHILLONG",MEGHALAYA,17.71,3.85,7.08,234.67,16.9,Unsafe,NA,NA,"['DO', 'BOD']"
3360.0,"UMKHRAH RIVER ATUMKALIAR, SHILLONG",MEGHALAYA,18.38,4.92,7.05,182.0,14.2,Unsafe,NA,NA,"['DO', 'BOD']"
3361.0,"UMKHRAH RIVER ATMAWLAI, SLAUGHTER",MEGHALAYA,19.38,2.72,7.09,280.67,35.43,Unsafe,NA,NA,"['DO', 'BOD']"
3362.0,"UMKHRAH RIVER AT MAWPDANG, MAWLAI",MEGHALAYA,19.25,2.49,7.05,382.33,37.23,Unsafe,NA,NA,"['DO', 'BOD']"
3357.0,"UMNGOT RIVER AT SMIT, EAST KHASI HILLS",MEGHALAYA,18.08,7.99,6.97,48.17,1.35,Safe,NA,NA,['NONE']
3358.0,"UMNGOT RIVER AT DAWKI, EAST KHASI HILLS",MEGHALAYA,23.54,8.36,7.1,48.25,1.24,Safe,NA,NA,['NONE']
3363.0,"UMSHYRPI RIVER AT RISA COLONY, EAST KHASI HILLS",MEGHALAYA,17.08,6.78,6.63,48.5,1.9,Safe,NA,NA,['NONE']
3364.0,"UMSHYRPI AT LAW COLLEGE, DHANKETI, EAST KHASI HILLS",MEGHALAYA,18.33,2.07,7.04,285.75,45.58,Unsafe,NA,NA,"['DO', 'BOD']"
3365.0,"UMSHYRPI AT UMSHYRPI BRIDGE, EAST KHASI HILLS",MEGHALAYA,19.0,3.97,7.13,194.08,22.37,Unsafe,NA,NA,"['DO', 'BOD']"
1427.0,UMTREW AT BYRNIHAT EAST,MEGHALAYA,23.67,7.67,7.16,106.75,6.63,Unsafe,NA,NA,['BOD']
3366.0,"UMTREW RIVER AT UMRAN, RI- BHOI",MEGHALAYA,22.33,7.56,7.08,50.92,2.01,Unsafe,NA,NA,['BOD']
3373.0,"WAH BLEI AT RIANGDO, WEST KHASI HILLS",MEGHALAYA,19.75,7.71,7.12,45.78,1.57,Safe,NA,NA,['NONE']
3374.0,"WAH BLEI AT SHDADDKHAR, WEST KHASI HILLS",MEGHALAYA,20.25,7.69,7.13,49.25,1.9,Safe,NA,NA,['NONE']
2050.0,TLAWNG UPSTREAM AIZAWL,MIZORAM,23.58,6.54,7.38,297.18,0.96,Safe,NA,NA,['NONE']
2051.0,TLAWNG DOWNSTREAM AIZAWL,MIZORAM,23.58,6.33,7.48,287.23,0.91,Safe,NA,NA,['NONE']
2052.0,TUIRIAL UPPER CATCHMENT,MIZORAM,23.58,6.5,7.15,375.21,1.13,Safe,NA,NA,['NONE']
2053.0,TUIRIAL LOWER CATCHMENT,MIZORAM,23.58,6.93,6.93,349.28,1.13,Safe,NA,NA,['NONE']
1404.0,GUMTI AT D/S SOUTH TRIPURA,TRIPURA,28.4,6.41,7.99,155.2,3.9,Unsafe,NA,NA,['BOD']
1726.0,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER",TRIPURA,27.4,6.48,7.97,168.2,4.2,Unsafe,NA,NA,['BOD']
1241.0,NARMADA AT MANDLA NEAR ROAD BDG,MADHYA PRADESH,23.91,7.38,7.42,349.09,2.35,Unsafe,NA,NA,['BOD']
44.0,NARMADA AT SETHANIGHAT,MADHYA PRADESH,25.75,7.86,7.97,456.27,1.73,Safe,NA,NA,['NONE']
1234.0,NARMADA AT HOSHANGABAD U S,MADHYA PRADESH,26.71,7.64,8.06,301.0,1.89,Safe,NA,NA,['NONE']
2123.0,NARMADA AT KORIGHAT HOSHANGABAD,MADHYA PRADESH,25.88,7.45,7.76,332.58,1.74,Safe,NA,NA,['NONE']
1235.0,NARMADA AT HOSHANGABAD D S,MADHYA PRADESH,24.0,8.02,8.14,293.0,1.91,Safe,NA,NA,['NONE']
45.0,NARMADA AT MANDLESHWAR,MADHYA PRADESH,22.5,8.2,7.7,284.0,1.6,Safe,NA,NA,['NONE']
1239.0,NARMADA AT BADWANI,MADHYA PRADESH,25.25,8.25,7.7,314.0,1.65,Safe,NA,NA,['NONE']
1430.0,NARMADA AT D S OMKARESHWAR,MADHYA PRADESH,22.75,7.95,7.65,288.5,1.2,Safe,NA,NA,['NONE']
1431.0,NARMADA AT MAHESHWAR,MADHYA PRADESH,25.17,7.8,7.83,311.0,1.37,Safe,NA,NA,['NONE']
2099.0,"NARMADA LALPUR, JABALPUR",MADHYA PRADESH,22.73,7.33,7.33,363.27,1.76,Safe,NA,NA,['NONE']
2112.0,"RIVER NARMADA NEAR MORTAKKA BRIDGE, BADWAH",MADHYA PRADESH,24.4,7.97,7.27,312.0,1.07,Safe,NA,NA,['NONE']
2113.0,"RIVER NARMADA NEAR PUNASA DAM, PUNASA",MADHYA PRADESH,25.5,7.8,7.65,327.0,1.1,Safe,NA,NA,['NONE']
3322.0,"NARMADA AT MANDLA, NEAR SHAMSHANGHAT, JABALPUR",MADHYA PRADESH,24.63,7.33,7.38,353.13,1.54,Safe,NA,NA,['NONE']
7.0,NARMADA AT GARUDESHWAR,GUJARAT,26.67,7.47,8.21,356.58,2.03,Unsafe,NA,NA,['BOD']
1243.0,"NARMADA AT BHARUCH, ZADESHVAR",GUJARAT,29.67,7.7,8.32,443.89,1.49,Safe,NA,NA,['NONE']
1244.0,NARMADA AT PANETHA,GUJARAT,27.17,7.03,8.15,359.17,1.78,Safe,NA,NA,['NONE']
1245.0,NARMADA AT CHANDOD,GUJARAT,24.67,7.55,8.48,279.0,1.53,Safe,NA,NA,['NONE']
1981.0,"NARMADA AT ZANOR (NTPC), BHARUCH",GUJARAT,30.0,8.03,8.26,279.0,1.07,Safe,NA,NA,['NONE']
1236.0,CHOTA TAWA BEFORE CONFL. WITH RIVER NARMADA,MADHYA PRADESH,26.17,6.97,7.37,244.0,1.93,Safe,NA,NA,['NONE']
2114.0,KUNDA AT KHARGONE,MADHYA PRADESH,23.0,6.4,7.7,946.0,4.2,Unsafe,NA,NA,['BOD']
1255.0,"PENNAR B/C WITH CHITRAVATHI, TADPATRI, UNGANOORP.",ANDHRA PRADESH,26.0,6.27,8.0,533.33,2.53,Unsafe,NA,NA,['BOD']
1256.0,"PENNAR AFTER CONF. WITH PAPAGNI,PUSPAGINI",ANDHRA PRADESH,28.95,6.41,8.02,378.0,2.27,Unsafe,NA,NA,['BOD']
1257.0,"PENNAR AFTER CONF. WITH CHEYYURU,SOMASILE",ANDHRA PRADESH,28.55,5.98,7.97,947.91,0.54,Unsafe,NA,NA,['DO']
30.0,"PENNAR AT SIDDVATA, NELLORE",ANDHRA PRADESH,28.8,6.41,8.01,375.0,2.41,Unsafe,NA,NA,['BOD']
1097.0,"RAVI AT U/S OF MADHOPUR HEADWORKS, GURDASPUR",PUNJAB,17.5,7.78,7.2,207.5,0.23,Safe,NA,NA,['NONE']
1290.0,PARVATI BEFORE CONF. TO BEAS,HIMACHAL PRADESH,7.96,8.76,7.71,77.85,0.33,Safe,NA,NA,['NONE']
2605.0,PARVATI AT U/S MANIKARAN,HIMACHAL PRADESH,6.5,9.02,7.55,61.77,0.11,Safe,NA,NA,['NONE']
2606.0,PARVATI AT D/S MANIKARAN,HIMACHAL PRADESH,6.68,8.82,7.62,65.31,0.11,Safe,NA,NA,['NONE']
1090.0,LARGI AT D/S,HIMACHAL PRADESH,9.59,8.73,7.83,104.46,0.12,Safe,NA,NA,['NONE']
1551.0,SIRSA AT U/S SITOMAJRI NALLAHGARH,HIMACHAL PRADESH,22.7,8.18,7.84,430.31,1.51,Safe,NA,NA,['NONE']
1552.0,SIRSA AT D/S NALAGARH BRIDGE,HIMACHAL PRADESH,24.24,6.64,7.89,786.69,2.72,Unsafe,NA,NA,['BOD']
1868.0,"SIRSA AT D/S NALAGARH, SOLAN",HIMACHAL PRADESH,24.44,6.58,7.9,794.41,2.06,Unsafe,NA,NA,['BOD']
2607.0,SUKETI KHAD AT D/S MANDI,HIMACHAL PRADESH,19.08,8.48,8.26,276.46,0.62,Safe,NA,NA,['NONE']
2610.0,SPITI AT KHAB,HIMACHAL PRADESH,5.63,9.21,8.06,193.23,0.11,Safe,NA,NA,['NONE']
2612.0,BASPA AT U/S RESERVOIR BASPA PROJECT,HIMACHAL PRADESH,6.42,8.95,8.05,183.69,0.11,Safe,NA,NA,['NONE']
1482.0,"SABARMATI AT MAHUDI JAIN TEMPLE, 150 KM. FORM ORIGIN",GUJARAT,27.86,7.16,8.27,402.14,1.86,Safe,NA,NA,['NONE']
1222.0,SHEDHI AT KHEDA,GUJARAT,28.25,5.3,8.2,1984.5,6.55,Unsafe,NA,NA,"['EC', 'DO', 'BOD']"
1867.0,"SATLUJ B/C WITH RIVER SPITI AT KHAB, DISTT.KINNAUR",HIMACHAL PRADESH,6.0,9.27,8.3,292.46,0.15,Safe,NA,NA,['NONE']
2611.0,SATLUJ AT KHAB,HIMACHAL PRADESH,5.96,9.28,8.28,270.54,0.11,Safe,NA,NA,['NONE']
1389.0,SATLUJ AT NEPTHA ZAKHAI,HIMACHAL PRADESH,7.76,8.79,8.2,224.92,0.19,Safe,NA,NA,['NONE']
1086.0,SATLUJ AT U/S RAMPUR,HIMACHAL PRADESH,8.43,8.85,8.25,236.54,0.11,Safe,NA,NA,['NONE']
1087.0,SATLUJ AT D/S RAMPUR,HIMACHAL PRADESH,8.4,8.82,8.32,254.0,0.19,Safe,NA,NA,['NONE']
1013.0,SATLUJ AT U/S TATAPANI,HIMACHAL PRADESH,9.28,8.91,8.2,291.69,0.39,Safe,NA,NA,['NONE']
1014.0,SATLUJ AT U/S SLAPPER,HIMACHAL PRADESH,13.27,9.59,8.2,221.0,0.15,Safe,NA,NA,['NONE']
1015.0,SATLUJ AT D/S SLAPPER,HIMACHAL PRADESH,12.08,9.88,8.25,197.46,0.12,Safe,NA,NA,['NONE']
1017.0,"SATLUJ AT 100M U/S OF HEADWORKS, NANGAL",PUNJAB,19.33,7.88,7.25,239.75,0.66,Safe,NA,NA,['NONE']
1018.0,"SATLUJ AT 100M D/S ,NANGAL",PUNJAB,20.0,7.58,7.75,272.75,2.03,Unsafe,NA,NA,['BOD']
1293.0,SATLUJ AT 1 KM. D/S OF ZENITH,PUNJAB,22.0,6.53,7.8,582.0,13.88,Unsafe,NA,NA,['BOD']
1814.0,SATLUJ AT D/S KIRATPUR SAHIB,PUNJAB,22.0,7.38,7.4,265.25,1.01,Safe,NA,NA,['NONE']
1019.0,SATLUJ AT U/S HEAD WORKS ROPAR,PUNJAB,21.33,7.28,7.48,346.25,2.8,Unsafe,NA,NA,['BOD']
1380.0,"SATLUJ AT D/S NFL, PUNJAB",PUNJAB,19.67,7.35,7.8,315.5,1.8,Safe,NA,NA,['NONE']
1690.0,SATLUJ AT U/S BUDHA NALLAH (UPPER),PUNJAB,20.0,7.0,7.38,329.0,1.8,Safe,NA,NA,['NONE']
1020.0,"SATLUJ AT 100M D/S BUDHA NALA CONFL.,LUDHIANA",PUNJAB,21.67,4.2,7.2,496.5,18.0,Unsafe,NA,NA,"['DO', 'BOD']"
1021.0,"SATLUJ AT BOAT BDG. DHARM- KOTNAKODAR RD, JALANDHAR",PUNJAB,102.33,6.25,7.25,370.0,2.2,Unsafe,NA,NA,['BOD']
1381.0,SATLUJ AT D/S EAST BEIN,PUNJAB,19.0,4.38,7.18,496.5,4.75,Unsafe,NA,NA,"['DO', 'BOD']"
1691.0,SATLUJ AT U/S HUSSANIWALA - H/W FEROZEPUR,PUNJAB,18.67,7.0,7.25,274.75,2.05,Unsafe,NA,NA,['BOD']
1692.0,SATLUJ AT D/S HUSSANIWALA-H/W FEROZEPUR,PUNJAB,19.0,6.9,7.25,285.75,2.1,Unsafe,NA,NA,['BOD']
1022.0,"SATLUJ AT BRIDGE HARIKE, AMRITSAR",PUNJAB,23.0,4.93,7.3,430.0,2.7,Unsafe,NA,NA,"['DO', 'BOD']"
1267.0,IB AT SUNDARGARH,ORISSA,29.42,7.87,7.71,144.33,1.51,Safe,NA,NA,['NONE']
1268.0,IB AT JHARSUGUDA (INTAKE),ORISSA,29.42,7.68,7.84,146.92,1.44,Safe,NA,NA,['NONE']
1300.0,IB AT  RAJ NAGAR U/S,ORISSA,29.42,7.99,7.6,154.42,1.26,Safe,NA,NA,['NONE']
1269.0,IB AT BRAJRAJNAGAR D/S,ORISSA,29.25,7.74,7.78,163.42,1.63,Safe,NA,NA,['NONE']
2403.0,BHEDEN RIVER B/C WITH IB RIVER,ORISSA,26.92,7.94,7.84,252.17,1.69,Safe,NA,NA,['NONE']
1279.0,KUAKHAI AT BHUBANESWAR U/S,ORISSA,29.67,6.78,7.91,195.33,2.38,Unsafe,NA,NA,['BOD']
1280.0,KUAKHAI AT BHUBANESWAR D/S,ORISSA,29.42,6.48,7.82,244.25,4.29,Unsafe,NA,NA,['BOD']
2410.0,DAYA AT BHUBANESWAR FU/S,ORISSA,29.58,7.86,7.93,186.17,1.6,Safe,NA,NA,['NONE']
2411.0,DAYA AT BHUBANESWAR FD/S ( 2 KM A/C OF GANGUA NALLAH WITH RIVER DAYA),ORISSA,29.75,6.54,7.66,238.08,3.09,Unsafe,NA,NA,['BOD']
1301.0,KATHAJODI AT CUTTACK D/S,ORISSA,29.0,7.21,7.99,218.25,3.35,Unsafe,NA,NA,['BOD']
2412.0,SANKHA U/S(D/S MANDIRA DAM),ORISSA,26.83,7.73,7.81,146.92,1.46,Safe,NA,NA,['NONE']
2408.0,TEL,ORISSA,29.25,7.78,8.03,194.83,1.58,Safe,NA,NA,['NONE']
1640.0,BIRUPA AT CHOUDWAR,ORISSA,29.27,8.69,8.05,194.83,1.57,Safe,NA,NA,['NONE']
1261.0,SUBANSIRI AT GEREKAMUKH (B/C WITH BRAH.),ASSAM,20.75,9.3,6.75,69.5,0.93,Safe,NA,NA,['NONE']
2061.0,KHARSANG B/C/ WITH BURIDIHING NEAR KHARSANG (ASSAM-ARUNANCHAL BORDER),ASSAM,20.5,6.2,6.85,178.5,2.23,Unsafe,NA,NA,['BOD']
1422.0,BURHIDIHING AT MARGHERITA,ASSAM,22.25,6.63,7.18,185.5,2.58,Unsafe,NA,NA,['BOD']
2062.0,"BURIDIHING NEAR DULIAJAN AT D/S, TINSUKIA",ASSAM,22.75,6.3,7.18,166.75,3.7,Unsafe,NA,NA,['BOD']
2230.0,BURHIDIHING AT DULIAJAN (INTAKE POINT OF OIL INDIA LTD.),ASSAM,22.75,6.53,7.15,168.25,2.55,Unsafe,NA,NA,['BOD']
2065.0,"PAGLDIA NEAR NALBARI TOWN, DIST. NALBARI",ASSAM,27.5,7.75,7.53,221.5,2.03,Unsafe,NA,NA,['BOD']
1530.0,"DIGBOI RIVER AT LAKHIPATHE, RESERVE FOREST, DIGBOI",ASSAM,22.25,7.58,6.85,223.75,3.68,Unsafe,NA,NA,['BOD']
2063.0,"JAI BHARALI NR BISWANATH CHARALI, SONITPUR",ASSAM,23.25,8.78,6.98,68.25,1.35,Safe,NA,NA,['NONE']
2237.0,"KALONG RIVER AT U/S OF ANANDARAM DEKIAL PHUKAN BRIDGE, NAGAON",ASSAM,24.0,6.8,6.97,189.33,2.17,Unsafe,NA,NA,['BOD']
2059.0,KOLONG RIVER AT MARIGAON,ASSAM,28.25,6.9,7.28,87.75,1.63,Safe,NA,NA,['NONE']
2060.0,"MANAS RIVER AT NH-31 CROSSING, BARPETA",ASSAM,24.0,6.53,7.63,285.0,2.0,Safe,NA,NA,['NONE']
2058.0,"DISANG RIVER AT DILLIGHAT, DIBRUGARH",ASSAM,22.0,6.0,6.3,124.0,2.03,Unsafe,NA,NA,"['pH', 'DO', 'BOD']"
1298.0,DISANG AT GUNDAMGHAT,ASSAM,23.25,5.65,6.98,126.75,2.03,Unsafe,NA,NA,"['DO', 'BOD']"
1258.0,JHANJI AT N.H. CROSSING JORHAT,ASSAM,24.25,5.9,7.18,107.75,1.75,Unsafe,NA,NA,['DO']
1527.0,BHOGDOI RIVER AT JORHAT,ASSAM,24.5,5.38,7.18,119.5,1.9,Unsafe,NA,NA,['DO']
1531.0,*MORA BHARALI  AT TEZPUR,ASSAM,23.5,6.98,7.05,138.0,1.98,Safe,NA,NA,['NONE']
1423.0,BORAK AT PANCHAGRAM,ASSAM,15.75,7.0,6.93,98.75,1.93,Safe,NA,NA,['NONE']
1528.0,BHARALU RIVER AT GUWAHATI,ASSAM,24.5,0.13,7.08,698.25,37.25,Unsafe,NA,NA,"['DO', 'BOD']"
1529.0,DEEPAR BILL,ASSAM,25.75,5.93,7.05,171.5,3.35,Unsafe,NA,NA,"['DO', 'BOD']"
2068.0,"U/S OF KATHAKAL AT MATIJURI, HAILAKANDI",ASSAM,15.63,6.88,7.03,113.75,2.33,Unsafe,NA,NA,['BOD']
1641.0,SUBARNAREKHA AT RAJGHAT NEAR BIHAR BORDER,ORISSA,22.67,7.67,8.02,234.25,1.32,Safe,NA,NA,['NONE']
1064.0,"RAMGANGA AT KANNAUJ (BEFORE CONF.),U.P",UTTAR PRADESH,24.75,7.73,8.07,175.05,5.66,Unsafe,NA,NA,['BOD']
1065.0,KALINADI AT KANNAUJ (B/C),UTTAR PRADESH,24.79,7.19,7.91,172.25,6.38,Unsafe,NA,NA,['BOD']
2483.0,VARUNA B/C WITH RIVER GANGA AT VARANASI,UTTAR PRADESH,25.47,4.8,8.52,360.92,14.93,Unsafe,NA,NA,"['pH', 'DO', 'BOD']"
1361.0,SAI AT UNNAO AFTER DRAIN OUTFALL,UTTAR PRADESH,24.75,7.91,7.99,450.28,2.82,Unsafe,NA,NA,['BOD']
1350.0,GOMTI AT SITAPUR U/S AT WATER INTAKE,UTTAR PRADESH,26.2,7.88,7.89,391.94,2.56,Unsafe,NA,NA,['BOD']
1351.0,GOMTI AT LUCKNOW U/S AT WATER INTAKE POINT,UTTAR PRADESH,28.18,7.25,7.94,427.39,3.17,Unsafe,NA,NA,['BOD']
1352.0,GOMTI AT LUCKNOW D/S,UTTAR PRADESH,27.28,2.67,7.53,516.64,8.99,Unsafe,NA,NA,"['DO', 'BOD']"
2491.0,"RAPTI AT RAJGHAT, GORAKHPUR",UTTAR PRADESH,22.83,7.48,8.1,421.27,3.29,Unsafe,NA,NA,['BOD']
1363.0,"RAPTI A/C OF R. HONIN NR. DOMIN- GARH RLY BDG, GORAKHPUR, U.P.",UTTAR PRADESH,22.33,7.63,8.13,388.17,2.85,Unsafe,NA,NA,['BOD']
1354.0,SARYU AT AYODHYA AT MAIN BATHING GHAT,UTTAR PRADESH,19.0,8.98,7.64,197.08,2.56,Unsafe,NA,NA,['BOD']
1355.0,GHAGHARA AT DEORIA D/S,UTTAR PRADESH,23.33,7.65,8.14,457.64,2.93,Unsafe,NA,NA,['BOD']
2492.0,"GHAGHRA AT BARHALGANJ, GORAKHPUR",UTTAR PRADESH,22.83,7.63,8.12,475.82,3.09,Unsafe,NA,NA,['BOD']
